qd13_9,qc1_5_2,qc1_3_7,qd13_4,qe10_1,qc1_3_5,qi1_6,qj1,qe10a,Region,qd12_8_other,qj3_1,qb6,SEG,qc4_5,qe5_5,qc1_1_2,qe5_4,QD1_2,qc1_1_1,qh1_2,qj4_4,qe11_10,qg5,qi2a_8,qe10_10,qd12_8,qc1_3_1,qd12_7,qi1_3,qe5_10,qg6
,,,,No,,Yes,Working part time (8-29hrs per week),Yes,London/Greater London,X,3,London/Greater London London/Greater London,Skilled manual worker,,No,,No,0.0,,No,No,Slightly more,Fairly satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),Yes,North West,,1,North West,Semi-skilled or unskilled manual worker,Not very important,No,No,No,0.0,No,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
,,,,,,No,Not working (less than 8hrs per week) housewife/ househusband,Yes,Yorkshire/Humberside,dont know,2,Yorkshire/Humberside,Housewife / househusband,,No,,No,2.0,,No,No,No change,Fairly satisfied Fairly satisfied,,,Slightly less,,No change,No,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,Wales,slightly less,1,Wales,Unemployed,,No,,No,2.0,,Yes,No,,Fairly dissatisfied,No,No,Slightly less,,Much less,No,No,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,North West North West North West North West,X,4,North West,Skilled manual worker,,,,,1.0,,No,No,No change,Fairly satisfied,No,No,Dont know Dont know,,Slightly more,Yes,,Very satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),,East Anglia/East of England,x,1,East Anglia/East of England,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,No,Slightly more,Very satisfied,No,No,No change,Yes,Slightly less,,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,London/Greater London,Na,2,,"Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Very satisfied,No,No,,,No change,No,No,Very satisfied
,,,,No,,No,Working full time (30hrs+ per week),Yes,London/Greater London,X,1,London/Greater London,"High managerial, administrative or professional",,No,,No,2.0,,No,No,Much less,Fairly satisfied,,No,No change,,Slightly more,No,No,Very satisfied
,,,,No,,No,Not working (less than 8hrs per week) housewife/ househusband,No,East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England,X,2,,Semi-skilled or unskilled manual worker,,,,,0.0,,No,No,Much less,Very satisfied,,No,Dont know,,Much less,No,,Very satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),Yes,North East,x,4,North East,Skilled manual worker,,No,,,0.0,,No,No,No change,Neither satisfied or dissatisfied,No,No,No change,,No change,Yes,No,Neither satisfied or dissatisfied
,,,,Yes,,Yes,Working part time (8-29hrs per week),No,North West,X,3,,Semi-skilled or unskilled manual worker,,No,,No,1.0,,No,No,No change No change No change No change No change No change No change No change,Fairly satisfied,No,No,Dont know,,No change No change No change No change No change No change No change No change No change,No,No,Fairly satisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,Northern Ireland,,2,Northern Ireland,Skilled manual worker,Essential,,No,,0.0,Yes,No,No,,Very satisfied,No,No,,Yes,,No,,Very satisfied
,,,,,,Yes,Working part time (8-29hrs per week),No,North East,X,1,,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No,No,No change,Fairly satisfied,No,,Dont know,,No change,Yes,No,Fairly satisfied
,,,,No,,No,Working part time (8-29hrs per week),No,Rest of Scotland,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,Slightly more,Fairly satisfied,,No,No change,,No change,No,No,Fairly satisfied
,,,,Yes,,Yes,Working part time (8-29hrs per week),No,South East,X,2,,"Intermediate managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,Much more,No,,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,East Midlands East Midlands East Midlands,X,2,,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,,No,,No,0.0,,No,No,Slightly more,Fairly satisfied,No,No,Dont know,,No change,No,No,Very satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,Wales,X,2,Wales,"Intermediate managerial, administrative or professional",Essential,No,Yes,No,0.0,Yes,No,No,Slightly more,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,Slightly less,Yes,Much less,No,No,Fairly satisfied
No,No,No,Yes,,No,Yes,Working part time (8-29hrs per week),No,Rest of Scotland,,1,,Housewife / househusband,Essential,,No,,0.0,No,No,No,,Neither satisfied or dissatisfied,No,,,No,,No,,Neither satisfied or dissatisfied
No,Yes,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) retired,No,South East,x,2,South East,Semi-skilled or unskilled manual worker,Essential,No,No,No,2.0,No,No,No,No change,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied,No,No,No change,No,No change,No,No,Very satisfied
No,No,No,Yes,No,No,No,Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week),No,North West,,3,North West,Skilled manual worker,Not very important,,No,,0.0,Yes,Yes,No,,Fairly satisfied,,No,,Yes,,No,,Fairly satisfied
No,Yes,No,No,No,Yes,No,Working full time (30hrs+ per week),Yes,East Midlands,,2,East Midlands,Housewife / househusband,Essential,No,No,No,10.0,Yes,Yes,No,,Very satisfied,,No,,No,,No,No,Very satisfied Very satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,West Midlands,,1,West Midlands,Semi-skilled or unskilled manual worker,Not very important,No,No,No,0.0,Yes,No,No,,Fairly satisfied,Yes,No,,Yes,,Yes,No,Fairly satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),No,Wales,X,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,2.0,Yes,No,Yes,No change,Fairly satisfied,No,No,No change,Yes,Slightly more,No,No,Fairly satisfied
,,,,,,Yes,Working full time (30hrs+ per week),No,Wales,X,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,I dont know,No,No change,Fairly satisfied Fairly satisfied,No,,No change,,No change,Yes,,Fairly satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),Yes,Northern Ireland,X,2,Northern Ireland,Semi-skilled or unskilled manual worker,,No,,Yes,0.0,,Yes,No,Much more,Fairly satisfied,Yes,No,No change,,Much more,Yes,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,Yorkshire/Humberside,,2,Yorkshire/Humberside,Skilled manual worker,Essential,No,No,No,0.0,Yes,No,No,Much more,Fairly satisfied,No,No,,Yes,Slightly more,No,No,Fairly satisfied
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,Wales,X,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,No,No,No,1.0,No,No,No,Slightly more,Fairly satisfied,No,No,No change,No,Slightly more,No,No,Fairly satisfied
No,No,No,Yes,No,No,No,Working part time (8-29hrs per week),,South East,X,3,South East,Semi-skilled or unskilled manual worker,Fairly important,,No,,0.0,No,I dont know,No,No change,Neither satisfied or dissatisfied,,No,No change,No,No change,No,,Neither satisfied or dissatisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,Yes,South East,X,2,,Semi-skilled or unskilled manual worker,Essential,No,No,No,0.0,No,No,No,Much more,Fairly satisfied,Yes,No,No change,No,Slightly more Slightly more Slightly more Slightly more,No,No,Fairly satisfied
No,Yes,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,Rest of Scotland,,2,Rest of Scotland,"Intermediate managerial, administrative or professional",Fairly important,,No,,1.0,No,No,No,,Fairly dissatisfied Fairly dissatisfied Fairly dissatisfied Fairly dissatisfied,No,No,,,,Yes,,Fairly dissatisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,,Rest of Scotland,x,1,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,1.0,No,No,Yes,No change,Fairly satisfied,No,No,Dont know Dont know,Yes,No change,Yes,No,Very satisfied
No,No,No,Yes,Yes,No,Yes,Working part time (8-29hrs per week),Yes,Wales,,1,Wales,Skilled manual worker,Fairly important,No,No,No,0.0,No,No,No,,Neither satisfied or dissatisfied,No,No,,No,,No,No,Fairly satisfied
No,No,Yes,Yes,No,No,Yes,Working full time (30hrs+ per week),No,East Anglia/East of England,x,1,East Anglia/East of England,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,,Yes,,0.0,Yes,No,No,No change,Fairly satisfied,No,No,No change,No,No change No change No change No change No change No change No change,,,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,Northern Ireland,X,2,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",,No,,Yes,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,Much more,No,No,Fairly satisfied
,,,,No,,Yes,Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week),Yes,South West,X,2,South West,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,,No,,No,0.0,,No,No,No change,Fairly satisfied,,No,Dont know,,No change,No,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,East Anglia/East of England,X,3,,"Intermediate managerial, administrative or professional",,Yes,,Yes,0.0,,No,No,Slightly more,Very satisfied,,No,Dont know,,No change,No,No,Very satisfied Very satisfied Very satisfied Very satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,Northern Ireland,,1,Northern Ireland,Semi-skilled or unskilled manual worker,Irrelevant,No,No,No,2.0,No,No,No,,Very satisfied,No,No,,No,,No,No,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,South West South West South West South West South West South West South West,x,2,South West,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,Much less,,No,No,Dont know,,Much less,No,,
,,,,No,,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,Wales,x,2,Wales,Skilled manual worker,,No,,No,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,No,Fairly satisfied Fairly satisfied Fairly satisfied
Yes,No,No,No,Yes,No,Yes,Working part time (8-29hrs per week),Yes,Wales,X,2,Wales,Skilled manual worker,Not very important,Yes,No,No,0.0,Yes,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,No change,Yes,No change,No,No,Fairly satisfied
No,Yes,No,No,,No,No,Working full time (30hrs+ per week),Yes,West Midlands,,3,West Midlands West Midlands West Midlands West Midlands West Midlands West Midlands,"Intermediate managerial, administrative or professional",Fairly important,,Yes,,0.0,No,No,No,,Fairly satisfied,,,,No,,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,West Midlands,,2,West Midlands,Semi-skilled or unskilled manual worker,Essential,No,No,No,0.0,No,No,No,,Very satisfied,No,No,,Yes,,Yes,No,Very satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,East Anglia/East of England,X,2,East Anglia/East of England,Skilled manual worker,Essential,No,No,No,0.0,No,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied,No,No,Dont know,No,Slightly less,Yes,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,North East,X,1,North East,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,Yes,,Fairly satisfied
No,No,No,Yes,No,No,No,Working part time (8-29hrs per week),No,Northern Ireland,,1,,Skilled manual worker,Essential,,No,,0.0,No,No,No,,Fairly satisfied,,No,,No,,No,,Fairly satisfied
Yes,Yes,No,No,,No,No,Working full time (30hrs+ per week),No,South East,,4,South East,Skilled manual worker,Not very important,,No,,4.0,No,No,No,,Very satisfied,No,,,Yes,,No,,Very satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),Yes,Rest of Scotland,X,2,,"High managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied
,,,,Yes,,No,Working full time (30hrs+ per week),No,South East,X,2,South East South East,Semi-skilled or unskilled manual worker,,No,,No,1.0,,No,No,Slightly more,Very satisfied,,No,Dont know,,Slightly more,No,No,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,Yes,North East,X,2,North East,"Intermediate managerial, administrative or professional",,No,,No,0.0,,Yes,No,No change,Fairly satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,Yes,Yes,Yes,,No,No,Not working (less than 8hrs per week) student,No,Wales,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,0.0,No,No,No,,Neither satisfied or dissatisfied,,,,No,,No,,Neither satisfied or dissatisfied
No,Yes,No,No,,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,Wales,,1,Wales,Housewife / househusband,Essential,No,Yes,No,0.0,No,No,No,,Very satisfied,No,,,No,,Yes,No,Very satisfied
,,,,No,,No,Not working (less than 8hrs per week) student,No,North East,x,1,North East,Student,,,,,0.0,,No,No,No change,Fairly satisfied,,No,No change,,No change,No,,Fairly satisfied
No,No,No,Yes,Yes,No,No,Working full time (30hrs+ per week),Yes,London/Greater London,,3,London/Greater London London/Greater London London/Greater London London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes,Yes,No,,Neither satisfied or dissatisfied,No,No,,Yes,,No,,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,Rest of Scotland,X,2,Rest of Scotland,"Intermediate managerial, administrative or professional",,,,,2.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,Slightly more,No,,Fairly satisfied
No,No,No,Yes,No,No,No,Not working (less than 8hrs per week) student,Yes,London/Greater London,X,1,London/Greater London,Student,Fairly important Fairly important,No,No,Yes,2.0,No,Yes,No,Much more,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,,No,No change,No,Much less,No,No,Fairly satisfied
