qd13_9,qc1_5_2,qc1_3_7,qd13_4,qe10_1,qc1_3_5,qi1_6,qj1,qe10a,Region,qd12_8_other,qj3_1,qb6,SEG,qc4_5,qe5_5,qc1_1_2,qe5_4,QD1_2,qc1_1_1,qh1_2,qj4_4,qe11_10,qg5,qi2a_8,qe10_10,qd12_8,qc1_3_1,qd12_7,qi1_3,qe5_10,qg6
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,,North West,x,2,North West,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,4.0,[],Yes,No,Much more,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied,No,No,Dont know,Yes,Slightly more,Yes,No,Neither satisfied or dissatisfied
No,No,No,No,Yes,No,No,Working full time (30hrs+ per week),,Wales,,3,Wales,Skilled manual worker,Not very important,No,Yes Yes Yes Yes Yes Yes Yes Yes Yes,No,7.0,Yes,No,No,No change,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied,,No,,Yes,No change,No,No No No No No No No,Very satisfied
No,No,No No No No No No No,No,No No No,No,No No No No,Not working (less than 8hrs per week) unemployed/ looking for work,Yes,North West North West North West North West,No,2,North West,"Intermediate managerial, administrative or professional",Irrelevant,No,No,No,1.0,No,I dont know,[],Dont know,Fairly satisfied,,No,Slightly less,No,No change,No,No,Very satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),Yes,North West,,3,North West,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,2.0,No,No,No No No,,Neither satisfied or dissatisfied,Yes,No,,No,,Yes,No,Neither satisfied or dissatisfied
,,,,No,,Yes,Working part time (8-29hrs per week),Yes,North East,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,1.0,,Yes,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,Yes,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,North East,X,2,North East,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,Yes Yes Yes Yes Yes Yes Yes Yes Yes,Slightly more,Fairly satisfied,No,No,Dont know,,No change,No,No,Fairly satisfied
Yes,No,No,No,No,No,Yes,Working full time (30hrs+ per week),Yes,Wales,X,3,,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,,No No No No No,,2.0,Yes,No,No No,No change,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied,No,No,No change,Yes,No change No change,No,,Very satisfied
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,,2,Rest of Scotland,"Intermediate managerial, administrative or professional",Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,Yes,Yes,Fairly satisfied
No,No,No,Yes,,No,No,Working full time (30hrs+ per week),No,London/Greater London,,4,London/Greater London,"Intermediate managerial, administrative or professional",Essential Essential Essential,,No,,0.0,Yes,No,No,,Neither satisfied or dissatisfied,,,,Yes,,No,,Very satisfied
No,No,No,Yes,No,No,No,Working full time (30hrs+ per week),,Rest of Scotland,none,2,Rest of Scotland,"Intermediate managerial, administrative or professional",Essential,,No No No No,,2.0,Yes,No,No,No change,Fairly satisfied,No,No,"""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know""",Yes,No change,No,,Fairly satisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) retired,Yes,Wales,X,2,Wales,"High managerial, administrative or professional",Fairly important,,No,,0.0,Yes,No,No,No change,Neither satisfied or dissatisfied,No,No,Slightly less,Yes Yes,No change,No,,Neither satisfied or dissatisfied
No,No,No,No No No No No No No No No,No,No,No,Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired,,East Midlands,x,1,East Midlands,"Intermediate managerial, administrative or professional",Fairly important,,No,,2.0,Yes,No,No,No change,Neither satisfied or dissatisfied,No,No,Much less,Yes,"""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know""",No No No No No No No No No,,Neither satisfied or dissatisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,Yorkshire/Humberside,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,No,No,No,,Very satisfied,No No No,No,,No,,No,No,Very satisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,West Midlands,x,2,,Housewife / househusband,Essential,,No,,0.0,Yes,No,No No No No No No No No No,No change,Very satisfied,,No,Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less,Yes,No change,No,,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) student,No,North East,flowers,2,North East,Skilled manual worker,,,,,0.0,,No,No,Slightly less,Very satisfied,No,No,Slightly less,,Slightly less,Yes,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,No No No No No No No No No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),No,Wales,,1,Wales,Skilled manual worker,Not very important,No,No,No No No No No No No No No,1.0,Yes,No,No,,Fairly satisfied,Yes,No,,Yes,,No,No,Very satisfied
Yes,Yes,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,East Anglia/East of England,,3,East Anglia/East of England,Semi-skilled or unskilled manual worker,Not very important,No No No No No No,Yes,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,Yes,No,Fairly satisfied
Yes Yes Yes Yes Yes Yes,No,No,No,,No,Yes Yes Yes Yes,Not working (less than 8hrs per week) retired,No,West Midlands,x,2,West Midlands West Midlands West Midlands West Midlands,"High managerial, administrative or professional",Essential,No,No,No,5.0,Yes,No,No,No change,Very satisfied,No,,No change,Yes,Much less,No,No,Very satisfied
No,No,No,Yes,,No No No No No No No,No,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),No,Wales,yodel,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No No No No No No No,No,No,30.0,No,No,No,No change,Very satisfied,Yes,,No change,No,Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less,No,No,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,Yes Yes Yes Yes Yes Yes,North West North West North West,Insurance,1,North West,Unemployed,,No No No No No No,,No,2.0,,No,No,No change,Neither satisfied or dissatisfied,No,No,Dont know,,Slightly more,No,No,Neither satisfied or dissatisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,Yes,Wales,X,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,No,Very satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,South East,X,1,South East,Semi-skilled or unskilled manual worker,Fairly important,No,Yes,No,0.0,Yes,Yes,No,[],Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,No change,Yes,No change,No,No,Fairly satisfied
,,,,Yes,,No,Working full time (30hrs+ per week),Yes,North West,X,2,North West,Skilled manual worker,,No,,No,0.0,,Yes,No No No No,No change,Neither satisfied or dissatisfied,,No,Dont know,,No change,No,No,Fairly satisfied
,,,,Yes Yes Yes Yes Yes Yes Yes Yes,,No,Working full time (30hrs+ per week),Yes,East Anglia/East of England,X,3,,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No No No No,5.0,,No,No,Much less,Very satisfied,,No,Dont know,,No change,No,No,Very satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) retired,No,Yorkshire/Humberside,x,1,Yorkshire/Humberside,Skilled manual worker,,No,,No,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied
,,,,No,,No,Working full time (30hrs+ per week),No,Northern Ireland,x,2,Northern Ireland,"Intermediate managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Fairly satisfied,Yes,No,Dont know,,No change,No,No,Very satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),,East Anglia/East of England,X,2,East Anglia/East of England,Skilled manual worker,Not very important,,Yes,,0.0,No,No,No,No change,Very satisfied,No,No,Dont know,Yes,No change No change No change,No,,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied
,,,,Yes,,Yes,Working full time (30hrs+ per week),Yes Yes Yes Yes Yes Yes Yes Yes Yes,Yorkshire/Humberside Yorkshire/Humberside,X,2,Yorkshire/Humberside,"Supervisor; clerical; junior managerial, administrative or professional",,,,,15.0,,No,Yes,No change No change No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,Yes,No,Dont know,,No change,No No No No No,,Fairly satisfied
,,,,No,,Yes Yes Yes Yes Yes Yes Yes Yes,Working part time (8-29hrs per week),No,East Midlands,X,2,,Skilled manual worker,,No,,No,0.0,,No,No,No change,Very satisfied,No,No,Dont know,,No change,No,No,Very satisfied
No,No,No,No,,No,No,Working full time (30hrs+ per week),No,London/Greater London,,2,,"High managerial, administrative or professional",Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,,No,,0.0,No,No,No,,Neither satisfied or dissatisfied,,,,No,,No,,Fairly satisfied
,,,,No,,No,Not working (less than 8hrs per week) unemployed/ looking for work,No,Northern Ireland,X,3,,Unemployed,,No,,No,0.0,,No,No,No change,Very satisfied,Yes,No,No change,,No change,No,No,Very satisfied
Yes,No No No No No No No No,No,No,,No,Yes,Working full time (30hrs+ per week),No,North East,,2,North East,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,No,,Very satisfied,No No No No No,,,Yes,,No,No,Very satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),,South East,X,2,South East,"Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,No No No No No No No,Slightly more,Very satisfied,No,No,No change,Yes,No change,Yes,No No No No No,Very satisfied
No,No No No No No,No,No,No,No,Yes,Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week),Yes,Wales,,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,Yes Yes Yes Yes Yes Yes,Yes Yes Yes Yes Yes,0.0,Yes,No,No,Slightly less,Fairly satisfied,No,No,,Yes,Slightly less,No,No,Fairly satisfied
,,,,,,No,Not working (less than 8hrs per week) student,No,North West,X,3,,Unemployed,,,,,0.0,,No,No,No change,Very satisfied,No,,"""Dont know"" ""Dont know"" ""Dont know""",,No change,No No No,,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,Rest of Scotland,x,2,Rest of Scotland,"High managerial, administrative or professional",,,,,1.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change No change No change No change,No,,Fairly satisfied
No,No,No,No,,No,Yes Yes Yes Yes,Not working (less than 8hrs per week) unemployed/ looking for work,No,Northern Ireland,,4,Northern Ireland,Semi-skilled or unskilled manual worker,Irrelevant,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,,,Yes,,No,No,Fairly satisfied
No,No No No,No,No,,No,No,Working full time (30hrs+ per week),,Rest of Scotland,NOTHING,2,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,Skilled manual worker Skilled manual worker Skilled manual worker,Fairly important,,No,,1.0,No No,No No No,No,No change No change No change,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied,,,No change No change No change No change No change No change No change No change,No,No change,No,,Neither satisfied or dissatisfied
No,Yes Yes Yes Yes Yes Yes Yes Yes,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,North West,x,2,North West,Skilled manual worker,Not very important,No,Yes,No,0.0,Yes,No,No,No change No change No change No change No change No change No change,Fairly satisfied,Yes,No,Dont know,Yes,Slightly less,No,No,Fairly satisfied
[],No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,,Northern Ireland,,2,Northern Ireland,Skilled manual worker,Not very important,,No,,0.0,Yes,No,No,Much less,Fairly satisfied,No,No,,Yes,No change,No,,Very satisfied
,,,,,,No,Working full time (30hrs+ per week),No,North West,x,2,North West,"High managerial, administrative or professional",,,,,0.0,,No,No No No No,No change,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied,,,Dont know,,No change,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,Wales,,1,Wales,"High managerial, administrative or professional",Fairly important,No,No,No,1.0,Yes,No No No No,No,,Very satisfied,No,No,,Yes,,No,No,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,North West,x,1,North West,Skilled manual worker,,No,,No,0.0,,No,No,Slightly more,Fairly satisfied,No,No,Dont know,,No change,No,No No No No No No No No,Fairly satisfied
No,No No No,No,[],[],No,Yes,Working part time (8-29hrs per week),Yes,West Midlands,,1,West Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,Yes,1.0,Yes,No,No,,Neither satisfied or dissatisfied,No,No,,Yes,,No,No No No No,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other,Yes,London/Greater London,,1,London/Greater London,Unemployed,Fairly important,No,No,No,0.0,No,Yes,No,,Neither satisfied or dissatisfied,No,No,,No,,No,No,Neither satisfied or dissatisfied
